59.49,16.70,30.89,31.04,59.47
66.17,19.30,36.78,35.57,66.01
71.83,20.09,31.98,27.58,71.77
74.69,18.93,26.90,19.27,74.69
74.46,19.88,31.98,26.25,74.46
74.88,20.33,34.57,25.72,74.91
75.29,20.37,31.14,15.06,75.26
75.33,21.02,32.38,20.21,75.34
75.22,21.01,31.66,22.95,75.20
76.51,22.43,32.73,19.16,76.48
77.48,22.05,32.63,24.70,77.51
78.17,28.03,32.87,22.40,78.13
78.05,31.56,34.75,17.39,78.03
78.40,30.87,33.35,18.41,78.37
78.20,27.90,33.16,14.15,78.25
79.40,28.94,32.66,22.14,79.42
78.48,28.77,32.92,23.91,78.46
78.53,32.47,35.50,16.83,78.52
78.13,34.07,38.77,22.60,78.13
78.34,35.91,39.31,24.35,78.35
78.70,35.89,37.90,24.08,78.58
79.26,33.50,37.36,25.12,79.22
79.45,32.35,37.43,24.63,79.43
79.19,32.71,35.53,20.09,79.19
79.75,33.28,37.05,23.30,79.80
78.95,35.06,37.45,22.63,79.04
79.22,35.73,37.67,19.34,79.17
79.18,31.98,35.82,20.75,79.20
78.93,27.29,35.02,25.49,78.94
80.03,26.50,35.77,23.26,79.97
78.72,25.43,36.85,26.52,78.72
78.33,20.67,33.88,25.28,78.33
78.78,20.31,33.54,26.77,78.77
78.97,21.59,34.72,28.88,78.99
78.26,23.97,36.53,30.65,78.30
79.57,25.99,40.29,30.20,79.66
77.52,27.70,36.08,27.58,77.53
78.38,28.46,33.90,27.90,78.38
77.67,30.98,34.87,30.09,77.67
77.94,28.97,35.52,25.71,77.90
79.33,29.01,34.79,25.77,79.40
79.03,31.11,35.42,31.08,78.99
78.03,32.43,36.12,27.30,78.00
77.15,30.35,32.70,28.59,77.16
77.93,28.95,31.30,31.14,77.88
78.37,29.59,32.24,32.60,78.29
77.67,26.62,31.49,25.43,77.69
74.90,24.99,35.87,34.66,74.95
76.99,24.64,34.26,28.71,76.97
77.19,24.67,34.57,29.68,77.17
76.55,25.00,32.38,33.67,76.59
76.99,25.46,31.22,35.48,76.92
77.17,26.99,35.47,28.89,77.20
76.70,28.80,36.68,24.81,76.70
76.70,28.95,32.91,27.43,76.59
76.83,29.14,38.45,34.19,76.82
75.50,29.26,33.03,34.08,75.43
76.87,28.58,31.72,28.09,76.87
76.91,26.56,30.19,33.04,76.95
76.71,25.94,31.10,30.72,76.72
76.27,25.79,32.67,29.14,76.27
74.85,25.18,31.08,30.16,74.88
74.58,25.50,29.83,23.94,74.57
75.22,26.90,31.26,23.68,75.23
74.57,26.71,33.77,35.07,74.57
75.17,25.66,31.07,26.13,75.14
75.54,24.63,33.67,34.28,75.58
75.24,25.18,30.85,35.74,75.23
74.97,24.19,31.58,35.50,74.92
74.76,23.61,31.72,35.87,74.79
74.78,23.21,26.10,28.43,74.75
75.71,21.67,29.38,37.15,75.67
74.35,21.04,33.54,34.72,74.31
75.00,22.48,33.26,32.42,74.96
73.69,23.48,32.36,29.51,73.69
74.02,23.47,33.32,28.57,73.97
73.76,22.27,32.67,32.09,73.81
74.51,21.87,25.43,34.00,74.49
73.96,18.30,31.19,28.90,73.93
73.89,17.77,34.12,33.92,73.89
73.80,18.83,33.46,34.48,73.80
73.64,21.59,30.47,35.06,73.67
72.72,19.66,31.06,30.89,72.65
73.88,20.58,35.42,33.72,73.92
74.34,24.05,27.05,28.04,74.32
74.17,24.58,33.65,31.82,74.19
72.64,19.18,28.86,36.19,72.67
73.00,19.93,32.76,29.16,73.03
71.92,26.59,36.87,37.19,72.06
71.64,28.28,35.78,34.87,71.65
71.50,27.77,30.35,33.76,71.41
71.76,24.67,29.45,37.71,71.66
70.72,18.08,32.16,29.68,70.70
71.33,17.75,29.05,34.05,71.26
70.83,20.47,31.42,32.57,70.89
71.76,18.76,25.96,32.29,71.80
70.72,16.23,34.27,32.42,70.79
70.91,16.39,33.59,28.94,70.90
70.69,19.20,28.90,34.99,70.60
70.17,21.24,27.25,34.30,70.11
71.00,22.47,33.02,32.43,71.03
70.34,20.98,24.89,33.42,70.43
70.45,15.05,26.85,29.81,70.51
70.27,8.71,32.14,39.20,70.28
70.29,16.73,27.04,32.35,70.21
69.80,20.83,31.68,34.94,69.71
69.61,19.42,33.87,35.71,69.55
69.49,13.70,28.06,25.23,69.44
68.41,7.80,28.48,32.47,68.45
67.72,7.13,33.84,30.29,67.66
67.63,9.56,33.37,27.20,67.57
69.68,10.73,31.08,24.29,69.67
70.67,10.57,29.52,28.69,70.66
69.26,9.42,26.78,29.45,69.22
69.70,10.89,30.09,29.24,69.73
69.23,14.93,29.49,32.56,69.19
69.09,16.37,28.27,31.92,69.08
67.67,16.22,30.58,25.29,67.64
69.18,19.41,31.58,29.23,69.14
68.47,18.28,33.35,37.61,68.50
69.35,12.35,33.47,28.21,69.32
68.66,10.15,35.70,27.40,68.67
67.91,12.15,32.17,29.17,67.88
67.08,12.22,31.36,24.54,67.07
66.88,10.18,32.80,33.34,66.90
66.83,6.75,31.40,34.27,66.68
65.99,7.28,30.55,36.20,65.90
65.69,9.27,31.96,27.19,65.65
65.02,11.84,31.00,35.85,64.99
64.43,13.60,32.82,32.74,64.34
64.17,12.65,32.21,28.87,64.14
64.50,9.31,31.44,30.98,64.59
65.31,9.98,28.73,28.98,65.25
64.98,9.39,31.49,31.17,64.79
65.53,11.54,29.51,24.70,65.39
63.99,9.48,30.08,31.96,63.82
63.53,11.74,27.27,31.20,63.53
64.81,12.50,31.76,28.60,64.72
64.41,11.16,30.20,32.08,64.34
63.05,10.51,30.75,31.43,62.88
64.21,12.10,33.15,33.00,63.98
63.67,13.75,35.02,36.83,63.62
63.26,17.38,36.62,32.24,63.12
63.36,16.54,35.15,32.85,63.36
64.55,18.12,37.67,31.85,64.33
63.11,19.40,34.34,34.90,63.08
62.95,19.94,35.24,36.00,62.91
63.79,20.76,31.17,33.24,63.67
62.69,19.84,32.86,31.89,62.77
61.62,19.06,31.12,30.66,61.29
61.38,18.02,32.44,32.72,61.28
61.16,17.56,35.85,35.77,60.95
61.57,16.27,37.08,35.21,61.42
61.88,15.25,35.97,34.27,61.75
61.37,18.08,33.31,36.30,61.55
61.17,18.83,35.26,29.80,60.84
60.23,19.85,35.01,31.26,59.95
60.15,21.30,34.41,26.61,59.88
62.40,23.09,34.74,31.48,62.10
61.93,25.32,33.47,33.29,61.65
61.18,24.18,33.24,29.23,61.13
65.44,27.56,36.95,39.20,65.32
72.16,28.22,34.50,34.40,72.05
75.92,28.14,34.65,25.87,75.91
77.33,26.76,35.99,29.44,77.28
76.90,22.82,40.62,30.96,76.80
76.47,24.02,39.70,23.97,76.50
77.73,24.62,39.33,16.41,77.78
77.73,30.10,40.26,17.64,77.71
79.43,32.96,39.56,16.62,79.57
78.24,32.95,41.78,22.26,78.28
79.57,35.38,42.18,22.34,79.62
76.65,35.62,45.47,26.20,76.58
78.81,36.58,45.08,17.84,78.68
77.56,36.71,44.55,14.03,77.46
78.29,38.14,42.44,18.51,78.25
78.30,40.31,42.10,17.75,78.24
77.78,40.69,42.42,16.90,77.76
79.54,38.31,41.86,20.75,79.55
78.97,35.95,40.44,19.19,78.99
78.21,37.29,39.16,19.84,78.18
79.15,41.48,40.68,19.81,79.06
79.56,39.89,41.99,25.78,79.60
